project,model,precision_buggy,recall_buggy,f1_buggy,roc_auc,baseline_method,feature_type,tuning_applied,split_strategy
apache/hadoop-hdfs,Random Forest (TF-IDF 768D),0.35294117647058826,0.5,0.41379310344827586,0.7853881278538812,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/hadoop-hdfs,XGBoost (TF-IDF 768D),0.3,0.75,0.42857142857142855,0.7876712328767124,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/hadoop-hdfs,Logistic Regression (TF-IDF 32D (PCA)),0.2571428571428571,0.75,0.3829787234042553,0.7568493150684932,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/hadoop-hdfs,Random Forest (TF-IDF 32D (PCA)),0.4,0.5,0.4444444444444444,0.738013698630137,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/hadoop-hdfs,XGBoost (TF-IDF 32D (PCA)),0.2608695652173913,0.5,0.34285714285714286,0.6860730593607306,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/hadoop-mapreduce,Logistic Regression (TF-IDF 768D),0.16,0.5,0.24242424242424243,0.7076923076923077,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/hadoop-mapreduce,Random Forest (TF-IDF 768D),0.4,0.25,0.3076923076923077,0.6913461538461538,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/hadoop-mapreduce,XGBoost (TF-IDF 768D),0.23076923076923078,0.375,0.2857142857142857,0.7134615384615384,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/hadoop-mapreduce,Logistic Regression (TF-IDF 32D (PCA)),0.23809523809523808,0.625,0.3448275862068966,0.6730769230769231,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/hadoop-mapreduce,Random Forest (TF-IDF 32D (PCA)),0.1875,0.375,0.25,0.6326923076923077,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/hadoop-mapreduce,XGBoost (TF-IDF 32D (PCA)),0.2222222222222222,0.5,0.3076923076923077,0.6711538461538462,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/flink,Logistic Regression (TF-IDF 768D),0.22238586156111928,0.7401960784313726,0.3420158550396376,0.7683011049723757,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/flink,Random Forest (TF-IDF 768D),0.3920704845814978,0.4362745098039216,0.41299303944315546,0.7747095385115372,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/flink,XGBoost (TF-IDF 768D),0.2438095238095238,0.6274509803921569,0.3511659807956104,0.7668894215144622,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/flink,Logistic Regression (TF-IDF 32D (PCA)),0.21132596685082872,0.75,0.3297413793103448,0.7686125555194453,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/flink,Random Forest (TF-IDF 32D (PCA)),0.3447098976109215,0.4950980392156863,0.40643863179074446,0.7674361526378507,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/flink,XGBoost (TF-IDF 32D (PCA)),0.2504317789291883,0.7107843137254902,0.37037037037037035,0.771374986458672,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/spark,Logistic Regression (TF-IDF 768D),0.37755102040816324,0.925,0.5362318840579711,0.8635093167701863,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/spark,Random Forest (TF-IDF 768D),0.3707865168539326,0.825,0.5116279069767442,0.8381211180124224,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/spark,XGBoost (TF-IDF 768D),0.35714285714285715,0.875,0.5072463768115942,0.8405279503105589,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/spark,Logistic Regression (TF-IDF 32D (PCA)),0.34579439252336447,0.925,0.5034013605442177,0.8630434782608696,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/spark,Random Forest (TF-IDF 32D (PCA)),0.3627450980392157,0.925,0.5211267605633803,0.8362577639751553,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/spark,XGBoost (TF-IDF 32D (PCA)),0.33636363636363636,0.925,0.49333333333333335,0.8430124223602484,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/kafka,Logistic Regression (TF-IDF 768D),0.2807017543859649,0.8205128205128205,0.41830065359477125,0.8051685846961437,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/kafka,Random Forest (TF-IDF 768D),0.29245283018867924,0.7948717948717948,0.42758620689655175,0.7992630728851202,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/kafka,XGBoost (TF-IDF 768D),0.26548672566371684,0.7692307692307693,0.39473684210526316,0.816979608318191,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/kafka,Logistic Regression (TF-IDF 32D (PCA)),0.2672413793103448,0.7948717948717948,0.4,0.8035534019785989,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/kafka,Random Forest (TF-IDF 32D (PCA)),0.264,0.8461538461538461,0.4024390243902439,0.8047647890167575,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/kafka,XGBoost (TF-IDF 32D (PCA)),0.2677165354330709,0.8717948717948718,0.40963855421686746,0.7853825964062184,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/zeppelin,Logistic Regression (TF-IDF 768D),0.29245283018867924,0.7209302325581395,0.4161073825503356,0.6833631484794276,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/zeppelin,Random Forest (TF-IDF 768D),0.36585365853658536,0.6976744186046512,0.48,0.7054805659456823,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/zeppelin,XGBoost (TF-IDF 768D),0.3333333333333333,0.7209302325581395,0.45588235294117646,0.7006017238575377,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/zeppelin,Logistic Regression (TF-IDF 32D (PCA)),0.2803738317757009,0.6976744186046512,0.4,0.684664173036266,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/zeppelin,Random Forest (TF-IDF 32D (PCA)),0.31683168316831684,0.7441860465116279,0.4444444444444444,0.6862091396975118,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/zeppelin,XGBoost (TF-IDF 32D (PCA)),0.3018867924528302,0.7441860465116279,0.42953020134228187,0.683037892340218,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/ignite,Logistic Regression (TF-IDF 768D),0.5286697247706422,0.8505535055350554,0.652050919377652,0.8360813453760609,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/ignite,Random Forest (TF-IDF 768D),0.7923875432525952,0.4225092250922509,0.5511432009626955,0.8366327938579557,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/ignite,XGBoost (TF-IDF 768D),0.5904173106646059,0.7047970479704797,0.6425567703952901,0.8200268366320027,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/ignite,Logistic Regression (TF-IDF 32D (PCA)),0.5205784204671857,0.8634686346863468,0.6495489243580846,0.8403299513269575,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/ignite,Random Forest (TF-IDF 32D (PCA)),0.7352941176470589,0.36900369003690037,0.4914004914004914,0.8212539479597196,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
apache/ignite,XGBoost (TF-IDF 32D (PCA)),0.5815899581589958,0.7693726937269373,0.6624305003971406,0.8286688334293291,TF-IDF,Text-Based Features,False,Chronological (70/15/15)
